	position	score	seq_len	species	raw_position	strand	align_position
4709	-2218.0	0.4526517987251282	2568.0	VT0809|1|MEMB002F|+|2568	350	negative	461
4710	351.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	351	positive	462
4711	-2217.0	0.23965807259082794	2568.0	VT0809|1|MEMB002F|+|2568	351	negative	462
4712	-2216.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	352	negative	463
4713	-2212.0	-0.16087986528873444	2568.0	VT0809|1|MEMB002F|+|2568	356	negative	467
4714	-2211.0	2.5901553630828857	2568.0	VT0809|1|MEMB002F|+|2568	357	negative	468
4715	359.0	-0.49730753898620605	2568.0	VT0809|1|MEMB002F|+|2568	359	positive	470
4716	360.0	0.6046549081802368	2568.0	VT0809|1|MEMB002F|+|2568	360	positive	471
4717	-2206.0	-0.13231070339679718	2568.0	VT0809|1|MEMB002F|+|2568	362	negative	474
4718	364.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	364	positive	476
4719	-2204.0	1.8246206045150757	2568.0	VT0809|1|MEMB002F|+|2568	364	negative	476
4720	365.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	365	positive	478
4721	-2199.0	-0.13231070339679718	2568.0	VT0809|1|MEMB002F|+|2568	369	negative	482
4722	371.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	371	positive	484
4723	-2197.0	1.8246206045150757	2568.0	VT0809|1|MEMB002F|+|2568	371	negative	484
4724	372.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	372	positive	485
4725	-2192.0	-0.13231070339679718	2568.0	VT0809|1|MEMB002F|+|2568	376	negative	489
4726	378.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	378	positive	491
4727	-2190.0	1.8246206045150757	2568.0	VT0809|1|MEMB002F|+|2568	378	negative	491
4728	379.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	379	positive	492
4729	-2185.0	-0.13231070339679718	2568.0	VT0809|1|MEMB002F|+|2568	383	negative	496
4730	-2183.0	-0.3128829598426819	2568.0	VT0809|1|MEMB002F|+|2568	385	negative	498
4731	-2181.0	-0.13231070339679718	2568.0	VT0809|1|MEMB002F|+|2568	387	negative	503
4732	-2180.0	4.327120780944824	2568.0	VT0809|1|MEMB002F|+|2568	388	negative	504
4733	389.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	389	positive	505
4734	-2179.0	0.23965807259082794	2568.0	VT0809|1|MEMB002F|+|2568	389	negative	505
4735	390.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	390	positive	506
4736	391.0	-0.3128829598426819	2568.0	VT0809|1|MEMB002F|+|2568	391	positive	507
4737	392.0	1.424082636833191	2568.0	VT0809|1|MEMB002F|+|2568	392	positive	508
4738	393.0	0.6871170401573181	2568.0	VT0809|1|MEMB002F|+|2568	393	positive	511
4739	-2171.0	1.424082636833191	2568.0	VT0809|1|MEMB002F|+|2568	397	negative	515
4740	-2170.0	-0.3128829598426819	2568.0	VT0809|1|MEMB002F|+|2568	398	negative	516
4741	399.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	399	positive	517
4742	-2169.0	0.23965807259082794	2568.0	VT0809|1|MEMB002F|+|2568	399	negative	517
4743	-2168.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	400	negative	518
4744	401.0	2.5901553630828857	2568.0	VT0809|1|MEMB002F|+|2568	401	positive	519
4745	402.0	-0.16087986528873444	2568.0	VT0809|1|MEMB002F|+|2568	402	positive	520
4746	404.0	0.6046549081802368	2568.0	VT0809|1|MEMB002F|+|2568	404	positive	522
4747	-2162.0	0.6046549081802368	2568.0	VT0809|1|MEMB002F|+|2568	406	negative	524
4748	408.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	408	positive	526
4749	-2160.0	0.23965807259082794	2568.0	VT0809|1|MEMB002F|+|2568	408	negative	526
4750	-2156.0	2.7421584129333496	2568.0	VT0809|1|MEMB002F|+|2568	412	negative	530
4751	-2155.0	1.069323182106018	2568.0	VT0809|1|MEMB002F|+|2568	413	negative	531
4752	-2151.0	3.6257164478302	2568.0	VT0809|1|MEMB002F|+|2568	417	negative	535
4753	419.0	-0.28117409348487854	2568.0	VT0809|1|MEMB002F|+|2568	419	positive	537
4754	-2149.0	-0.16087986528873444	2568.0	VT0809|1|MEMB002F|+|2568	419	negative	537
4755	-2147.0	-0.16087986528873444	2568.0	VT0809|1|MEMB002F|+|2568	421	negative	539
4756	-2146.0	2.5901553630828857	2568.0	VT0809|1|MEMB002F|+|2568	422	negative	540
4757	-2144.0	-0.13231070339679718	2568.0	VT0809|1|MEMB002F|+|2568	424	negative	542
4758	-2142.0	0.6871170401573181	2568.0	VT0809|1|MEMB002F|+|2568	426	negative	544
4759	427.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	427	positive	545
4760	-2141.0	3.5615861415863037	2568.0	VT0809|1|MEMB002F|+|2568	427	negative	545
4761	-2138.0	1.2396581172943115	2568.0	VT0809|1|MEMB002F|+|2568	430	negative	548
4762	-2136.0	-0.16087986528873444	2568.0	VT0809|1|MEMB002F|+|2568	432	negative	550
4763	-2135.0	-0.49730753898620605	2568.0	VT0809|1|MEMB002F|+|2568	433	negative	551
4764	434.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	434	positive	552
4765	-2132.0	-0.3453044295310974	2568.0	VT0809|1|MEMB002F|+|2568	436	negative	554
4766	438.0	1.069323182106018	2568.0	VT0809|1|MEMB002F|+|2568	438	positive	556
4767	-2130.0	1.9766236543655396	2568.0	VT0809|1|MEMB002F|+|2568	438	negative	556
4768	-2120.0	-0.13231070339679718	2568.0	VT0809|1|MEMB002F|+|2568	448	negative	568
4769	-2119.0	1.4526517391204834	2568.0	VT0809|1|MEMB002F|+|2568	449	negative	572
4770	-2118.0	0.6871170401573181	2568.0	VT0809|1|MEMB002F|+|2568	450	negative	574
4771	-2117.0	1.424082636833191	2568.0	VT0809|1|MEMB002F|+|2568	451	negative	575
4772	452.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	452	positive	576
4773	-2116.0	1.8246206045150757	2568.0	VT0809|1|MEMB002F|+|2568	452	negative	576
4774	-2111.0	1.424082636833191	2568.0	VT0809|1|MEMB002F|+|2568	457	negative	581
4775	-2110.0	1.8887509107589722	2568.0	VT0809|1|MEMB002F|+|2568	458	negative	582
4776	459.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	459	positive	583
4777	460.0	3.5615861415863037	2568.0	VT0809|1|MEMB002F|+|2568	460	positive	584
4778	-2108.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	460	negative	584
4779	-2103.0	-0.13231070339679718	2568.0	VT0809|1|MEMB002F|+|2568	465	negative	589
4780	-2102.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	466	negative	590
4781	470.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	470	positive	594
4782	-2098.0	3.5615861415863037	2568.0	VT0809|1|MEMB002F|+|2568	470	negative	594
4783	471.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	471	positive	595
4784	-2097.0	0.23965807259082794	2568.0	VT0809|1|MEMB002F|+|2568	471	negative	595
4785	472.0	1.069323182106018	2568.0	VT0809|1|MEMB002F|+|2568	472	positive	596
4786	478.0	0.23965807259082794	2568.0	VT0809|1|MEMB002F|+|2568	478	positive	602
4787	-2090.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	478	negative	602
4788	479.0	0.4526517987251282	2568.0	VT0809|1|MEMB002F|+|2568	479	positive	603
4789	480.0	0.6046549081802368	2568.0	VT0809|1|MEMB002F|+|2568	480	positive	604
4790	-2079.0	0.6046549081802368	2568.0	VT0809|1|MEMB002F|+|2568	489	negative	615
4791	-2077.0	-0.16087986528873444	2568.0	VT0809|1|MEMB002F|+|2568	491	negative	617
4792	-2076.0	2.5901553630828857	2568.0	VT0809|1|MEMB002F|+|2568	492	negative	618
4793	494.0	1.005192756652832	2568.0	VT0809|1|MEMB002F|+|2568	494	positive	620
4794	-2074.0	2.7421584129333496	2568.0	VT0809|1|MEMB002F|+|2568	494	negative	620
4795	496.0	1.069323182106018	2568.0	VT0809|1|MEMB002F|+|2568	496	positive	622
4796	-2072.0	0.23965807259082794	2568.0	VT0809|1|MEMB002F|+|2568	496	negative	622
4797	502.0	-0.3453044295310974	2568.0	VT0809|1|MEMB002F|+|2568	502	positive	637
4798	-2063.0	1.005192756652832	2568.0	VT0809|1|MEMB002F|+|2568	505	negative	640
4799	507.0	1.005192756652832	2568.0	VT0809|1|MEMB002F|+|2568	507	positive	642
4800	-2061.0	2.7421584129333496	2568.0	VT0809|1|MEMB002F|+|2568	507	negative	642
4801	509.0	-0.4331772029399872	2568.0	VT0809|1|MEMB002F|+|2568	509	positive	644
4802	512.0	1.005192756652832	2568.0	VT0809|1|MEMB002F|+|2568	512	positive	648
4803	513.0	-0.3453044295310974	2568.0	VT0809|1|MEMB002F|+|2568	513	positive	649
4804	-2051.0	1.005192756652832	2568.0	VT0809|1|MEMB002F|+|2568	517	negative	653
4805	519.0	0.23965807259082794	2568.0	VT0809|1|MEMB002F|+|2568	519	positive	655
4806	-2049.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	519	negative	655
4807	-2045.0	0.6871170401573181	2568.0	VT0809|1|MEMB002F|+|2568	523	negative	660
4808	-2044.0	0.6871170401573181	2568.0	VT0809|1|MEMB002F|+|2568	524	negative	661
4809	-2043.0	1.424082636833191	2568.0	VT0809|1|MEMB002F|+|2568	525	negative	662
4810	-2042.0	-0.3128829598426819	2568.0	VT0809|1|MEMB002F|+|2568	526	negative	663
4811	-2040.0	1.005192756652832	2568.0	VT0809|1|MEMB002F|+|2568	528	negative	665
4812	-2039.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	529	negative	666
4813	530.0	-0.49730753898620605	2568.0	VT0809|1|MEMB002F|+|2568	530	positive	667
4814	-2031.0	-0.13231070339679718	2568.0	VT0809|1|MEMB002F|+|2568	537	negative	674
4815	-2030.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	538	negative	675
4816	540.0	-0.28117409348487854	2568.0	VT0809|1|MEMB002F|+|2568	540	positive	677
4817	-2026.0	0.6046549081802368	2568.0	VT0809|1|MEMB002F|+|2568	542	negative	679
4818	-2025.0	2.6542856693267822	2568.0	VT0809|1|MEMB002F|+|2568	543	negative	680
4819	544.0	1.069323182106018	2568.0	VT0809|1|MEMB002F|+|2568	544	positive	681
4820	545.0	2.7421584129333496	2568.0	VT0809|1|MEMB002F|+|2568	545	positive	682
4821	550.0	1.069323182106018	2568.0	VT0809|1|MEMB002F|+|2568	550	positive	687
4822	551.0	1.9766236543655396	2568.0	VT0809|1|MEMB002F|+|2568	551	positive	688
4823	-2017.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	551	negative	688
4824	556.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	556	positive	693
4825	-2012.0	0.23965807259082794	2568.0	VT0809|1|MEMB002F|+|2568	556	negative	693
4826	558.0	1.005192756652832	2568.0	VT0809|1|MEMB002F|+|2568	558	positive	695
4827	561.0	0.4526517987251282	2568.0	VT0809|1|MEMB002F|+|2568	561	positive	698
4828	-2000.0	1.4526517391204834	2568.0	VT0809|1|MEMB002F|+|2568	568	negative	712
4829	-1999.0	1.424082636833191	2568.0	VT0809|1|MEMB002F|+|2568	569	negative	713
4830	-1996.0	1.4526517391204834	2568.0	VT0809|1|MEMB002F|+|2568	572	negative	716
4831	-1995.0	0.6871170401573181	2568.0	VT0809|1|MEMB002F|+|2568	573	negative	717
4832	574.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	574	positive	718
4833	-1994.0	3.5615861415863037	2568.0	VT0809|1|MEMB002F|+|2568	574	negative	718
4834	-1993.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	575	negative	719
4835	577.0	-0.16087986528873444	2568.0	VT0809|1|MEMB002F|+|2568	577	positive	721
4836	-1991.0	-0.28117409348487854	2568.0	VT0809|1|MEMB002F|+|2568	577	negative	721
4837	579.0	2.0407540798187256	2568.0	VT0809|1|MEMB002F|+|2568	579	positive	727
4838	-1989.0	2.0407540798187256	2568.0	VT0809|1|MEMB002F|+|2568	579	negative	727
4839	-1985.0	0.6871170401573181	2568.0	VT0809|1|MEMB002F|+|2568	583	negative	731
4840	-1984.0	3.6257164478302	2568.0	VT0809|1|MEMB002F|+|2568	584	negative	732
4841	585.0	1.069323182106018	2568.0	VT0809|1|MEMB002F|+|2568	585	positive	733
4842	-1983.0	0.23965807259082794	2568.0	VT0809|1|MEMB002F|+|2568	585	negative	733
4843	-1978.0	-0.13231070339679718	2568.0	VT0809|1|MEMB002F|+|2568	590	negative	738
4844	-1977.0	4.391251087188721	2568.0	VT0809|1|MEMB002F|+|2568	591	negative	739
4845	592.0	1.069323182106018	2568.0	VT0809|1|MEMB002F|+|2568	592	positive	740
4846	-1976.0	0.23965807259082794	2568.0	VT0809|1|MEMB002F|+|2568	592	negative	740
4847	593.0	-0.28117409348487854	2568.0	VT0809|1|MEMB002F|+|2568	593	positive	741
4848	596.0	1.005192756652832	2568.0	VT0809|1|MEMB002F|+|2568	596	positive	744
4849	600.0	-0.3453044295310974	2568.0	VT0809|1|MEMB002F|+|2568	600	positive	752
4850	-1966.0	1.069323182106018	2568.0	VT0809|1|MEMB002F|+|2568	602	negative	754
4851	603.0	1.005192756652832	2568.0	VT0809|1|MEMB002F|+|2568	603	positive	755
4852	604.0	-0.3453044295310974	2568.0	VT0809|1|MEMB002F|+|2568	604	positive	756
4853	-1960.0	2.7421584129333496	2568.0	VT0809|1|MEMB002F|+|2568	608	negative	760
4854	-1956.0	3.6257164478302	2568.0	VT0809|1|MEMB002F|+|2568	612	negative	764
4855	613.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	613	positive	765
4856	-1955.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	613	negative	765
4857	614.0	1.303788423538208	2568.0	VT0809|1|MEMB002F|+|2568	614	positive	766
4858	-1948.0	2.5901553630828857	2568.0	VT0809|1|MEMB002F|+|2568	620	negative	774
4859	622.0	1.8246206045150757	2568.0	VT0809|1|MEMB002F|+|2568	622	positive	776
4860	-1946.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	622	negative	776
4861	623.0	1.424082636833191	2568.0	VT0809|1|MEMB002F|+|2568	623	positive	777
4862	627.0	2.0407540798187256	2568.0	VT0809|1|MEMB002F|+|2568	627	positive	781
4863	-1941.0	2.0407540798187256	2568.0	VT0809|1|MEMB002F|+|2568	627	negative	781
4864	629.0	2.806288719177246	2568.0	VT0809|1|MEMB002F|+|2568	629	positive	788
4865	-1939.0	1.9766236543655396	2568.0	VT0809|1|MEMB002F|+|2568	629	negative	788
4866	-1936.0	-0.28117409348487854	2568.0	VT0809|1|MEMB002F|+|2568	632	negative	791
4867	636.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	636	positive	985
4868	-1932.0	3.5615861415863037	2568.0	VT0809|1|MEMB002F|+|2568	636	negative	985
4869	638.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	638	positive	987
4870	-1930.0	2.0407540798187256	2568.0	VT0809|1|MEMB002F|+|2568	638	negative	987
4871	640.0	-0.28117409348487854	2568.0	VT0809|1|MEMB002F|+|2568	640	positive	993
4872	-1928.0	-0.16087986528873444	2568.0	VT0809|1|MEMB002F|+|2568	640	negative	993
4873	-1926.0	2.0407540798187256	2568.0	VT0809|1|MEMB002F|+|2568	642	negative	995
4874	644.0	2.806288719177246	2568.0	VT0809|1|MEMB002F|+|2568	644	positive	997
4875	-1924.0	1.9766236543655396	2568.0	VT0809|1|MEMB002F|+|2568	644	negative	997
4876	-1921.0	-0.28117409348487854	2568.0	VT0809|1|MEMB002F|+|2568	647	negative	1027
4877	649.0	2.806288719177246	2568.0	VT0809|1|MEMB002F|+|2568	649	positive	1029
4878	-1919.0	1.9766236543655396	2568.0	VT0809|1|MEMB002F|+|2568	649	negative	1029
4879	651.0	1.8887509107589722	2568.0	VT0809|1|MEMB002F|+|2568	651	positive	1031
4880	652.0	1.424082636833191	2568.0	VT0809|1|MEMB002F|+|2568	652	positive	1032
4881	653.0	0.6871170401573181	2568.0	VT0809|1|MEMB002F|+|2568	653	positive	1033
4882	-1911.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	657	negative	1040
4883	-1909.0	-0.13231070339679718	2568.0	VT0809|1|MEMB002F|+|2568	659	negative	1042
4884	661.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	661	positive	1044
4885	-1907.0	3.5615861415863037	2568.0	VT0809|1|MEMB002F|+|2568	661	negative	1044
4886	663.0	1.069323182106018	2568.0	VT0809|1|MEMB002F|+|2568	663	positive	1046
4887	-1905.0	1.9766236543655396	2568.0	VT0809|1|MEMB002F|+|2568	663	negative	1046
4888	-1901.0	2.806288719177246	2568.0	VT0809|1|MEMB002F|+|2568	667	negative	1054
4889	671.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	671	positive	1058
4890	-1897.0	1.8246206045150757	2568.0	VT0809|1|MEMB002F|+|2568	671	negative	1058
4891	672.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	672	positive	1059
4892	-1893.0	-0.49730753898620605	2568.0	VT0809|1|MEMB002F|+|2568	675	negative	1062
4893	-1891.0	0.6046549081802368	2568.0	VT0809|1|MEMB002F|+|2568	677	negative	1064
4894	-1888.0	-0.13231070339679718	2568.0	VT0809|1|MEMB002F|+|2568	680	negative	1067
4895	-1887.0	1.4526517391204834	2568.0	VT0809|1|MEMB002F|+|2568	681	negative	1068
4896	-1886.0	0.6871170401573181	2568.0	VT0809|1|MEMB002F|+|2568	682	negative	1069
4897	-1885.0	0.6871170401573181	2568.0	VT0809|1|MEMB002F|+|2568	683	negative	1070
4898	-1884.0	3.6257164478302	2568.0	VT0809|1|MEMB002F|+|2568	684	negative	1071
4899	685.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	685	positive	1072
4900	-1883.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	685	negative	1072
4901	686.0	3.6257164478302	2568.0	VT0809|1|MEMB002F|+|2568	686	positive	1073
4902	-1876.0	1.303788423538208	2568.0	VT0809|1|MEMB002F|+|2568	692	negative	1079
4903	693.0	1.069323182106018	2568.0	VT0809|1|MEMB002F|+|2568	693	positive	1080
4904	-1875.0	0.23965807259082794	2568.0	VT0809|1|MEMB002F|+|2568	693	negative	1080
4905	-1870.0	0.6046549081802368	2568.0	VT0809|1|MEMB002F|+|2568	698	negative	1085
4906	-1869.0	2.6542856693267822	2568.0	VT0809|1|MEMB002F|+|2568	699	negative	1086
4907	-1867.0	-0.13231070339679718	2568.0	VT0809|1|MEMB002F|+|2568	701	negative	1088
4908	-1866.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	702	negative	1089
4909	704.0	2.806288719177246	2568.0	VT0809|1|MEMB002F|+|2568	704	positive	1091
4910	-1864.0	0.23965807259082794	2568.0	VT0809|1|MEMB002F|+|2568	704	negative	1091
4911	-1862.0	-0.13231070339679718	2568.0	VT0809|1|MEMB002F|+|2568	706	negative	1093
4912	-1860.0	0.6871170401573181	2568.0	VT0809|1|MEMB002F|+|2568	708	negative	1095
4913	-1859.0	1.424082636833191	2568.0	VT0809|1|MEMB002F|+|2568	709	negative	1096
4914	710.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	710	positive	1097
4915	-1858.0	1.8246206045150757	2568.0	VT0809|1|MEMB002F|+|2568	710	negative	1097
4916	712.0	-0.49730753898620605	2568.0	VT0809|1|MEMB002F|+|2568	712	positive	1099
4917	715.0	0.23965807259082794	2568.0	VT0809|1|MEMB002F|+|2568	715	positive	1102
4918	-1853.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	715	negative	1102
4919	716.0	0.23965807259082794	2568.0	VT0809|1|MEMB002F|+|2568	716	positive	1103
4920	-1847.0	1.2396581172943115	2568.0	VT0809|1|MEMB002F|+|2568	721	negative	1108
4921	723.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	723	positive	1110
4922	-1845.0	2.0407540798187256	2568.0	VT0809|1|MEMB002F|+|2568	723	negative	1110
4923	725.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	725	positive	1112
4924	726.0	-0.13231070339679718	2568.0	VT0809|1|MEMB002F|+|2568	726	positive	1113
4925	-1837.0	3.6257164478302	2568.0	VT0809|1|MEMB002F|+|2568	731	negative	1118
4926	-1833.0	1.424082636833191	2568.0	VT0809|1|MEMB002F|+|2568	735	negative	1122
4927	736.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	736	positive	1123
4928	-1832.0	1.8246206045150757	2568.0	VT0809|1|MEMB002F|+|2568	736	negative	1123
4929	-1830.0	-0.13231070339679718	2568.0	VT0809|1|MEMB002F|+|2568	738	negative	1127
4930	-1828.0	1.8887509107589722	2568.0	VT0809|1|MEMB002F|+|2568	740	negative	1129
4931	742.0	-0.3453044295310974	2568.0	VT0809|1|MEMB002F|+|2568	742	positive	1131
4932	-1824.0	1.005192756652832	2568.0	VT0809|1|MEMB002F|+|2568	744	negative	1133
4933	-1822.0	0.6046549081802368	2568.0	VT0809|1|MEMB002F|+|2568	746	negative	1135
4934	-1821.0	-0.49730753898620605	2568.0	VT0809|1|MEMB002F|+|2568	747	negative	1136
4935	-1816.0	0.6871170401573181	2568.0	VT0809|1|MEMB002F|+|2568	752	negative	1141
4936	-1815.0	0.6871170401573181	2568.0	VT0809|1|MEMB002F|+|2568	753	negative	1142
4937	754.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	754	positive	1143
4938	-1814.0	3.5615861415863037	2568.0	VT0809|1|MEMB002F|+|2568	754	negative	1143
4939	-1811.0	1.303788423538208	2568.0	VT0809|1|MEMB002F|+|2568	757	negative	1146
4940	758.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	758	positive	1147
4941	-1810.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	758	negative	1147
4942	759.0	3.6257164478302	2568.0	VT0809|1|MEMB002F|+|2568	759	positive	1148
4943	-1805.0	2.6542856693267822	2568.0	VT0809|1|MEMB002F|+|2568	763	negative	1152
4944	764.0	1.069323182106018	2568.0	VT0809|1|MEMB002F|+|2568	764	positive	1153
4945	765.0	2.7421584129333496	2568.0	VT0809|1|MEMB002F|+|2568	765	positive	1154
4946	-1798.0	1.069323182106018	2568.0	VT0809|1|MEMB002F|+|2568	770	negative	1159
4947	771.0	1.8887509107589722	2568.0	VT0809|1|MEMB002F|+|2568	771	positive	1160
4948	775.0	3.5615861415863037	2568.0	VT0809|1|MEMB002F|+|2568	775	positive	1164
4949	-1793.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	775	negative	1164
4950	779.0	2.0407540798187256	2568.0	VT0809|1|MEMB002F|+|2568	779	positive	1168
4951	-1789.0	2.0407540798187256	2568.0	VT0809|1|MEMB002F|+|2568	779	negative	1168
4952	781.0	3.6257164478302	2568.0	VT0809|1|MEMB002F|+|2568	781	positive	1170
4953	785.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	785	positive	1174
4954	-1781.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	787	negative	1176
4955	789.0	2.0407540798187256	2568.0	VT0809|1|MEMB002F|+|2568	789	positive	1178
4956	-1779.0	2.0407540798187256	2568.0	VT0809|1|MEMB002F|+|2568	789	negative	1178
4957	791.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	791	positive	1180
4958	-1772.0	-0.4331772029399872	2568.0	VT0809|1|MEMB002F|+|2568	796	negative	1185
4959	797.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	797	positive	1186
4960	798.0	3.5615861415863037	2568.0	VT0809|1|MEMB002F|+|2568	798	positive	1187
4961	-1770.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	798	negative	1187
4962	-1764.0	1.303788423538208	2568.0	VT0809|1|MEMB002F|+|2568	804	negative	1193
4963	805.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	805	positive	1194
4964	-1763.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	805	negative	1194
4965	806.0	1.303788423538208	2568.0	VT0809|1|MEMB002F|+|2568	806	positive	1195
4966	809.0	0.23965807259082794	2568.0	VT0809|1|MEMB002F|+|2568	809	positive	1198
4967	-1759.0	1.069323182106018	2568.0	VT0809|1|MEMB002F|+|2568	809	negative	1198
4968	810.0	4.391251087188721	2568.0	VT0809|1|MEMB002F|+|2568	810	positive	1199
4969	814.0	2.0407540798187256	2568.0	VT0809|1|MEMB002F|+|2568	814	positive	1203
4970	-1754.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	814	negative	1203
4971	-1752.0	-0.13231070339679718	2568.0	VT0809|1|MEMB002F|+|2568	816	negative	1205
4972	-1750.0	0.6871170401573181	2568.0	VT0809|1|MEMB002F|+|2568	818	negative	1207
4973	-1749.0	0.6871170401573181	2568.0	VT0809|1|MEMB002F|+|2568	819	negative	1208
4974	-1748.0	0.6871170401573181	2568.0	VT0809|1|MEMB002F|+|2568	820	negative	1209
4975	-1747.0	0.6871170401573181	2568.0	VT0809|1|MEMB002F|+|2568	821	negative	1210
4976	-1746.0	0.6871170401573181	2568.0	VT0809|1|MEMB002F|+|2568	822	negative	1211
4977	-1745.0	1.424082636833191	2568.0	VT0809|1|MEMB002F|+|2568	823	negative	1212
4978	-1744.0	-0.3128829598426819	2568.0	VT0809|1|MEMB002F|+|2568	824	negative	1213
4979	-1742.0	0.6046549081802368	2568.0	VT0809|1|MEMB002F|+|2568	826	negative	1215
4980	-1741.0	2.6542856693267822	2568.0	VT0809|1|MEMB002F|+|2568	827	negative	1216
4981	828.0	1.069323182106018	2568.0	VT0809|1|MEMB002F|+|2568	828	positive	1217
4982	829.0	1.9766236543655396	2568.0	VT0809|1|MEMB002F|+|2568	829	positive	1218
4983	-1739.0	-0.5156393647193909	2568.0	VT0809|1|MEMB002F|+|2568	829	negative	1218
4984	-1735.0	2.6542856693267822	2568.0	VT0809|1|MEMB002F|+|2568	833	negative	1222
4985	834.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	834	positive	1223
4986	835.0	0.23965807259082794	2568.0	VT0809|1|MEMB002F|+|2568	835	positive	1224
4987	838.0	1.303788423538208	2568.0	VT0809|1|MEMB002F|+|2568	838	positive	1227
4988	839.0	-0.13231070339679718	2568.0	VT0809|1|MEMB002F|+|2568	839	positive	1228
4989	841.0	0.23965807259082794	2568.0	VT0809|1|MEMB002F|+|2568	841	positive	1230
4990	-1727.0	2.806288719177246	2568.0	VT0809|1|MEMB002F|+|2568	841	negative	1230
4991	846.0	0.3037883937358856	2568.0	VT0809|1|MEMB002F|+|2568	846	positive	1235
4992	849.0	2.0407540798187256	2568.0	VT0809|1|MEMB002F|+|2568	849	positive	1238
4993	-1719.0	2.0407540798187256	2568.0	VT0809|1|MEMB002F|+|2568	849	negative	1238
4994	851.0	2.0407540798187256	2568.0	VT0809|1|MEMB002F|+|2568	851	positive	1240
4995	-1717.0	2.0407540798187256	2568.0	VT0809|1|MEMB002F|+|2568	851	negative	1240
